ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
 , , , , ,20316, ,20316, , ,93-1248952,7,549300ZBXINP1Y94CN02,41,"DIRECTORS MORTGAGE, INC.",LAKE OSWEGO,7,93-1248952, ,3878152,0,0,40316,0, ,510,0, , , , , ,40,"DIRECTORS MORTGAGE, INC.",IMB, ,IMB,DIRECTORS MTG,93-1248952,0,3093,0,0,0, ,3,0,0,0,2338,2338,0,282,282,0,752574,89787,3093,990198,411,131654
 , , , , ,20319, ,20319, , ,94-2479776,7,549300HIBIY0XHM03574,6,REDWOOD MORTGAGE CORP.,SAN MATEO,7,94-2479776, ,3875106,0,0,40319,0, ,510,0, , , , , ,40,REDWOOD MORTGAGE CORP.,IMB, ,IMB,REDWOOD MGT,94-2479776,0,78,0,0,0, ,3,0,0,0,31,19,2,5,5,0,27528,3820,78,100411,10,8384
 , , , , ,20323, ,20323, , ,95-4441070,7,549300UEGARCJHF59B44,6,DEL SUR CORPORATION,SAN FERNANDO,7,95-4441070, ,3877294,0,0,40323,0, ,510,0, , , , , ,40,"DEL SUR CORP DBA, CAMINO REAL",IMB, ,IMB,CAMINO REAL MTG BROK,95-4441070,0,225,0,0,0, ,3,0,0,0,183,183,11,171,171,11,66478,60949,225,81316,210,74478
188589,33273,1106990, ,20397,20325,3533,20325,3087, ,75-0127095,1,2549000JPXK5I949AM33,48,THE FIRST NATIONAL BANK OF BAL,BALLINGER,1,0000003533, ,160454,1106990,1106990,1106990,160454,1106990,200,7,0, ,48,0,399,10,"TEXAS COUNTRY BANCSHARES, INC.",BHC,FIRST NB,NAT,FIRST NB, ,0,23,0,9,17506,"TEXAS COUNTRY BANCSHARES, INC.",0,180194,0,0,18,15,0,1,1,0,3735,48,23,4374,1,48
517723,517723,0, ,87867,20328,6635,20328,4540, ,43-0309403,1,549300P8K0GPRS1CUS51,29,HNB NATIONAL BANK,HANNIBAL,1,0000006635, ,908553,0,0,-908553,908553, ,200,7,0, ,29,0,127,10,HNB NB,NAT,HNB NB,NAT,HNB NB,43-0309403,0,823,0,8,16978, ,0,469791,0,0,615,582,0,25,21,0,92699,3692,823,119897,38,4997
185533,26896,1141227, ,53380,20330,14005,20330,13905, ,73-0222325,1,254900FP6SX9QWAB1J85,40,FIRST TEXOMA NATIONAL BANK,DURANT,1,0000014005, ,388155,1141227,1141227,1141227,388155,1141227,200,7,0, ,40,0,13,10,"FNB FINANCIAL SERVICES, INC.",BHC,FIRST TEXOMA NB,NAT,FIRST TEXOMA NB,73-0222325,254900FP6SX9QWAB1J85,119,0,10,12043,"FNB FINANCIAL SERVICES, INC.",0,176609,0,0,103,75,0,16,15,0,14547,1455,119,15560,20,1737
248963,25034,1133400, ,49808,20333,14328,20333,15059, ,72-0185280,1,549300IFU5D50EZHEU18,22,FIRST NATIONAL BANK,RUSTON,1,0000014328, ,109659,1133400,1133400,1133400,109659,1133400,200,7,0, ,22,0,13,10,"LOUISIANA BANCSHARES, INC.",BHC,FIRST NB,NAT,FIRST NB,72-0185280,0,185,0,9,13513,"LOUISIANA BANCSHARES, INC.",0,247353,0,0,162,81,0,13,13,0,20533,1089,185,22806,18,1300
295417,295417,0, ,85414,20342,24343,20342,57414, ,04-3681417,1,254900JWLQKPGK4C0B30,48,WORTHINGTON NATIONAL BANK,FORT WORTH,1,0000024343, ,3150205,0,0,-3150205,3150205, ,200,7,0, ,48,0,439,10,WORTHINGTON NB,NAT,WORTHINGTON NB,NAT,WORTHINGTON NB, ,0,89,0,9,54788, ,0,288768,0,0,62,38,0,8,8,0,22770,5653,89,30772,11,6435
1631134,36607723,2260406, ,49620,20347,24466,20347,57701, ,56-2417163,1,549300FOO7XNZ1564N12,17,"BEVERLY BANK & TRUST COMPANY,",CHICAGO,1,0000024466, ,3216017,2260406,2260406,2260406,3216017,2260406,200,7,0, ,17,0,31,10,WINTRUST FINANCIAL CORPORATION,FHD,BEVERLY B&TC NA,NAT,BEVERLY B&TC NA,56-2417163,549300FOO7XNZ1564N12,69,0,7,55177,WINTRUST FINANCIAL CORPORATION,0,1358355,0,0,50,31,0,17,17,0,26303,4098,69,31228,27,5890
862614,70539,2265782, ,30387,20357,24604,20357,15728, ,45-0192605,1,5493002POZ4RFS6X0Z30,38,"DAKOTA COMMUNITY BANK & TRUST,",HEBRON,1,0000024604, ,815156,2265782,2265782,2265782,815156,2265782,200,7,0, ,38,0,59,10,"DAKOTA COMMUNITY BANSHARES, IN",FHD,DAKOTA CMNTY B&TC NA,NAT,DAKOTA CMNTY B&TC NA,45-0192605,5493002POZ4RFS6X0Z30,501,0,8,53485,"DAKOTA COMMUNITY BANSHARES, IN",0,810090,0,0,397,389,0,23,23,0,87381,4561,501,108557,28,5470
1401842,147632,1083783, ,310646,20524,0,20524,1487, ,62-0198110,2,254900VKT2R0R20CR104,47,FIRST FARMERS AND MERCHANTS BA,COLUMBIA,2,0000150035, ,150035,1083783,1083783,1083783,150035,1083783,200,7,11469, ,47,0,119,10,FIRST FARMERS AND MERCHANTS CO,BHC,FIRST FARMERS & MRCH B,SMB,FIRST FARMERS & MRCH B,62-0198110,0,470,0,5,11469,FIRST FARMERS AND MERCHANTS CO,0,1365071,0,0,335,314,39,16,16,0,81563,4441,470,111944,29,6043
172650,19060,1206603, ,32204,20526,0,20526,3702, ,36-1426671,2,549300VBLC1LTYHXGB54,17,FIRST BANK OF MANHATTAN,MANHATTAN,2,0000238139, ,238139,1206603,1206603,1206603,238139,1206603,200,7,0, ,17,0,197,10,"MANHATTAN BANCSHARES, INC.",BHC,FIRST BK MANHATTAN,SMB,FIRST BK MANHATTAN,36-1426671,0,132,0,7,14881,"MANHATTAN BANCSHARES, INC.",0,160807,0,0,87,73,0,10,8,0,11504,886,132,16957,14,1338
220474,22570,1051175, ,26595,20536,0,20536,4228, ,73-0509524,2,549300M16942DXVSKE61,40,FIRST BETHANY BANK & TRUST,BETHANY,2,0000988452, ,988452,1051175,1051175,1051175,988452,1051175,200,7,0, ,40,0,109,10,"FIRST BETHANY BANCORP, INC.",FHD,FIRST BETHANY BK & TR,SMB,FIRST BETHANY BK & TR,73-0509524,0,65,0,10,11338,"FIRST BETHANY BANCORP, INC.",0,213448,0,0,63,21,0,9,9,0,7362,570,65,7532,9,570
164059,24535,3123339, ,30010,20545,0,20545,34887, ,71-0810705,2,549300NPHJJV4PURQK31,5,PREMIER BANK OF ARKANSAS,MARION,2,0002716828, ,2716828,3123339,3123339,3123339,2716828,3123339,200,7,0, ,5,0,35,10,"FCB FINANCIAL SERVICES, INC",FHD,PREMIER BK OF AR,SMB,PREMIER BK OF AR,71-0810705,0,66,0,9,17376,"FCB FINANCIAL SERVICES, INC",0,159066,0,0,54,38,0,6,6,0,24257,483,66,25429,9,638
1277238,151416,4977397, ,121898,20557,0,20557,57742, ,47-0914596,2,254900SOAE0WU8JM0177,51,MAINSTREET BANK,ALEXANDRIA,2,0003248849, ,3248849,4977397,4977397,4977397,3248849,4977397,200,7,0, ,51,0,600,10,"MAINSTREET BANCSHARES, INC.",BHC,MAINSTREET BK,SMB,MAINSTREET BK,47-0914596,254900SOAE0WU8JM0177,184,0,4,53190,"MAINSTREET BANCSHARES, INC.",0,1100083,0,0,146,19,0,8,8,0,149509,3524,184,205611,12,5871
230614,34729,1135105, ,34861,20565,0,20565,148, ,58-0152950,3,2549006SH1GKAA6QVG47,13,BANK OF MADISON,MADISON,3,0000000148, ,752831,1135105,1135105,1135105,752831,1135105,200,7,11273, ,13,0,211,10,MADISON BANK CORP.,BHC,BANK OF MADISON,NMB,BANK OF MADISON,58-0152950,0,64,0,4,11273,MADISON BANK CORP.,0,225674,0,0,61,40,0,5,4,0,11136,208,64,11471,5,208
169852,19090,1909445, ,21928,20566,0,20566,1213, ,75-0531470,3,549300H1IFC5OSWPR637,48,THE ROSCOE STATE BANK,ROSCOE,3,0000001213, ,33268,1909445,1909445,1909445,33268,1909445,200,7,0, ,48,0,353,10,ROSCOE FINANCIAL CORPORATION,BHC,ROSCOE ST BK,NMB,ROSCOE ST BK,75-0531470,549300H1IFC5OSWPR637,41,0,0,0,ROSCOE FINANCIAL CORPORATION,0,161034,0,0,38,33,0,9,9,0,6244,1017,41,6675,11,1348
3722917,3723430,2781910, ,275471,20567,0,20567,1331, ,94-0467440,3,OZ7MS5KHJY6WIPGXQW23,6,FARMERS & MERCHANTS BANK OF CE,LODI,3,0000001331, ,808260,2781910,2781910,2781910,808260,2781910,200,7,0, ,6,0,77,10,FARMERS & MERCHANTS BANCORP,BHC,FARMERS & MRCH BK CENT CA,NMB,FARMERS & MRCH BK CENT CA,94-0467440,OZ7MS5KHJY6WIPGXQW23,335,0,11,13589,FARMERS & MERCHANTS BANCORP,0,3438760,0,0,202,194,0,51,51,0,68446,11285,335,107980,111,22349
1036653,101794,1108707, ,93743,20568,0,20568,3387, ,75-0491670,3,549300FRF7HYNM1S7Y12,48,FIRSTBANK SOUTHWEST,AMARILLO,3,0000003387, ,840363,1108707,1108707,1108707,840363,1108707,200,7,0, ,48,0,375,10,"FIRSTPERRYTON BANCORP, INC.",BHC,FIRSTBANK SW,NMB,FIRSTBANK SW,75-0491670,549300FRF7HYNM1S7Y12,471,0,9,12629,"FIRSTPERRYTON BANCORP, INC.",0,996832,0,0,393,316,0,89,89,0,63020,12134,471,70158,126,14774
1205032,145015,1124060, ,50142,20569,0,20569,4009, ,46-0177475,3,5493007YN2BYYXCI7W64,46,"BANKWEST, INC.",PIERRE,3,0000004009, ,540551,1124060,1124060,1124060,540551,1124060,200,7,0, ,46,0,65,10,"SOUTH DAKOTA BANCSHARES, INC.",BHC,BANKWEST,NMB,BANKWEST,46-0177475,5493007YN2BYYXCI7W64,1563,0,8,11916,"SOUTH DAKOTA BANCSHARES, INC.",0,1050339,0,0,758,726,278,75,74,46,101110,6993,1563,164404,263,17987
231232,27860,1060485, ,50056,20570,0,20570,4187, ,73-0345910,3,549300VWTT8C7CZNY023,40,MCCLAIN BANK,PURCELL,3,0000004187, ,648251,1060485,1060485,1060485,648251,1060485,200,7,0, ,40,0,87,10,"MCCLAIN COUNTY BANCORPORATION,",BHC,MCCLAIN BK,NMB,MCCLAIN BK,73-0345910,0,308,0,10,11821,"MCCLAIN COUNTY BANCORPORATION,",0,227820,1,274789334,232,155,0,25,25,0,34671,2772,307,47644,43,4790
445391,45283,1109496, ,36951,20573,0,20573,5568, ,75-0330569,3,549300OUFGVRFN8PZB89,48,HERRING BANK,AMARILLO,3,0000005568, ,610164,1109496,1109496,1109496,610164,1109496,200,7,0, ,48,0,375,10,"HERRING BANCORP, INC.",FHD,HERRING BK,NMB,HERRING BK,75-0330569,0,273,0,9,10917,"HERRING BANCORP, INC.",0,409241,0,0,217,209,0,43,43,0,43009,9451,273,51513,52,10880
642970,68741,1134500, ,30309,20577,0,20577,5962, ,34-4369660,3,549300KYZ21NWSUOYP36,39,SUTTON BANK,ATTICA,3,0000005962, ,110413,1134500,1134500,1134500,110413,1134500,200,7,0, ,39,0,147,10,"SUTTON BANCSHARES, INC.",BHC,SUTTON BK,NMB,SUTTON BK,34-4369660,549300KYZ21NWSUOYP36,105,0,5,10214,"SUTTON BANCSHARES, INC.",0,525258,0,0,77,59,0,3,2,0,20722,1097,105,24581,4,1132
432148,46715,1135114, ,90440,20579,0,20579,8200, ,41-0190880,3,254900NR9EA98B6A4L55,27,CITIZENS BANK MINNESOTA,NEW ULM,3,0000008200, ,874050,1135114,1135114,1135114,874050,1135114,200,7,0, ,27,0,15,10,CITIZENS BANCORPORATION OF NEW,BHC,CITIZENS BK MN,NMB,CITIZENS BK MN,41-0190880,254900NR9EA98B6A4L55,266,0,8,11729,CITIZENS BANCORPORATION OF NEW,0,417415,0,0,231,200,0,8,8,0,38841,2845,266,45056,14,4264
587205,73708,1135806, ,96512,20580,0,20580,8439, ,62-0198140,3,549300YR7U7TZTQ1GH77,47,CENTENNIAL BANK,TREZEVANT,3,0000008439, ,531250,1135806,1135806,1135806,531250,1135806,200,7,0, ,47,0,17,10,"F & M BANCSHARES, INC.",BHC,CENTENNIAL BK,NMB,CENTENNIAL BK,62-0198140,0,320,0,5,10838,"F & M BANCSHARES, INC.",0,463407,11,284954874,246,233,0,24,24,0,23212,2219,309,27688,31,2635
469274,77097,1099814, ,68626,20581,0,20581,8576, ,43-0393170,3,254900NAWIBILTM7ZJ36,29,THE MARIES COUNTY BANK,VIENNA,3,0000008576, ,441359,1099814,1099814,1099814,441359,1099814,200,7,0, ,29,0,125,10,"MARIES COUNTY BANCORP., INC.",BHC,MARIES CTY BK,NMB,MARIES CTY BK,43-0393170,254900NAWIBILTM7ZJ36,242,0,8,15119,"MARIES COUNTY BANCORP., INC.",0,472108,0,0,195,179,0,2,2,0,17779,154,242,22009,2,154
395367,40260,2061162, ,57598,20582,0,20582,9620, ,59-0242465,3,5493006BN3B3B1H3B988,12,FIRST BANK,CLEWISTON,3,0000009620, ,131436,2061162,2061162,2061162,131436,2061162,200,7,13673, ,12,0,51,10,"PIONEER BANKCORP, INC.",BHC,FIRST BK,NMB,FIRST BK,59-0242465,0,188,0,4,13673,"PIONEER BANKCORP, INC.",0,356733,0,0,107,89,0,33,33,0,23153,5234,188,33273,75,10379
361128,361128,0, ,70612,20583,0,20583,10693, ,62-0123640,3,549300UF6Z8RGZ16RJ75,47,SIMPLY BANK,SPRING CITY,3,0000010693, ,724230,0,0,-724230,724230, ,200,7,0, ,47,0,143,10,SIMPLYBANK.,NMB,SIMPLYBANK.,NMB,SIMPLYBANK., ,0,116,0,5,15815, ,0,338593,0,0,91,73,0,8,8,0,16123,1246,116,18548,11,1618
1083734,126649,1203451, ,107641,20587,0,20587,11771, ,42-0170040,3,549300MP1N04YL1TZP61,19,AVAILA BANK,CARROLL,3,0000011771, ,859141,1203451,1203451,1203451,859141,1203451,200,7,17422, ,19,0,27,10,"CARROLL COUNTY BANCSHARES, INC",BHC,AVAILA BK,NMB,AVAILA BK,42-0170040,549300MP1N04YL1TZP61,332,0,8,17422,"CARROLL COUNTY BANCSHARES, INC",0,895039,0,0,301,199,0,11,11,0,30796,1097,332,33415,14,1330
368896,368896,0, ,35371,20588,0,20588,12699, ,84-0327670,3,254900RR23RSFLTSP959,8,LEGACY BANK,WILEY,3,0000012699, ,478252,0,0,-478252,478252, ,200,7,0, ,8,0,99,10,LEGACY BK,NMB,LEGACY BK,NMB,LEGACY BK, ,0,63,0,10,9268, ,0,317343,1,51438241,60,25,0,20,6,0,11200,1453,62,11314,20,1453
427106,44016,1131488, ,37290,20589,0,20589,14633, ,42-0192370,3,254900SPZRGOBHSHRP90,19,COMMUNITY SAVINGS BANK,EDGEWOOD,3,0000014633, ,646743,1131488,1131488,1131488,646743,1131488,200,7,0, ,19,0,43,10,COMMUNITY FINANCIAL CORP.,BHC,COMMUNITY SVGS BK,NMB,COMMUNITY SVGS BK,42-0192370,254900SPZRGOBHSHRP90,382,0,8,9324,COMMUNITY FINANCIAL CORP.,0,427673,0,0,294,276,0,16,16,0,34896,1637,382,43545,21,2130
124911,12932,1107072, ,16065,20592,0,20592,15480, ,75-0199760,3,549300YDU8N5KZBYRU81,48,COLEMAN COUNTY STATE BANK,COLEMAN,3,0000015480, ,761954,1107072,1107072,1107072,761954,1107072,200,7,0, ,48,0,83,10,"COLEMAN BANCSHARES, INC.",BHC,COLEMAN CTY ST BK,NMB,COLEMAN CTY ST BK,75-0199760,549300YDU8N5KZBYRU81,78,0,9,53645,"COLEMAN BANCSHARES, INC.",0,114980,0,0,45,32,0,5,5,0,4057,894,78,8928,9,1537
301352,126736,1057850, ,23940,20593,0,20593,15586, ,47-0162800,3,549300YC5JEEQWXGT826,31,FIRST STATE BANK,SCOTTSBLUFF,3,0000015586, ,744256,1057850,1057850,1057850,744256,1057850,200,7,0, ,31,0,157,10,"FIRST STATE BANCSHARES, INC.",FHD,FIRST ST BK,NMB,FIRST ST BK,47-0162800,0,132,0,10,9363,"FIRST STATE BANCSHARES, INC.",0,218213,9,278021108,97,83,0,12,12,0,11858,1152,123,15819,21,2528
608281,62122,1825367, ,51763,20598,10354,20598,4465, ,42-0893215,3,254900NRKWUPLHJS2E87,19,KINGSLEY STATE BANK,KINGSLEY,3,0000019447, ,809940,1133633,1133633,1825367,728948,1825367,200,7,13627, ,19,0,155,10,"MIDSTATES BANCSHARES, INC.",BHC,MIDSTATES BK NA,NAT,KINGSLEY BR, , ,36,0,8,13627,KINGSLEY BANC CORP,0,191086,0,0,31,25,0,2,2,0,4025,172,36,4566,2,172
295951,23158,1134564, ,50604,20601,0,20601,20179, ,38-1910391,3,2549004O2ZT0HSAP5S70,26,FIRST INDEPENDENCE BANK,DETROIT,3,0000020179, ,254849,1134564,1134564,1134564,254849,1134564,200,7,16107, ,26,1,163,10,FIRST INDEPENDENCE CORPORATION,BHC,FIRST INDEPENDENCE BK,NMB,FIRST INDEPENDENCE BK,38-1910391,2549004O2ZT0HSAP5S70,202,0,6,16107,FIRST INDEPENDENCE CORPORATION,0,259692,0,0,147,143,0,36,36,0,25754,4827,202,34556,53,7046
928657,118774,2560236, ,73439,20603,0,20603,23041, ,91-1069728,3,549300MP3KK77THHQT36,53,BANK OF THE PACIFIC,ABERDEEN,3,0000023041, ,307679,2560236,2560236,2560236,307679,2560236,200,7,0, ,53,0,27,10,PACIFIC FINANCIAL CORPORATION,BHC,BANK OF THE PACIFIC,NMB,BANK OF THE PACIFIC,91-1069728,0,1468,0,8,10584,PACIFIC FINANCIAL CORPORATION,0,907088,0,0,1016,991,27,76,76,2,312742,22038,1468,439840,126,35095
5037604,5060297,3233126, ,151381,20604,0,20604,23498, ,75-1745500,3,5493000B61DDZ2PG1515,48,"TBK BANK, SSB",DALLAS,3,0000023498, ,766164,3233126,3233126,3233126,766164,3233126,300,7,11362, ,48,0,113,20,"TRIUMPH BANCORP, INC.",FHD,TBK BK SSB,SSB,TBK BK SSB,75-1745500,5493000B61DDZ2PG1515,291,1,9,11362,"TRIUMPH BANCORP, INC.",0,4524838,0,0,182,137,0,21,19,0,134867,12785,291,175653,42,17790
302583,119490,2029368, ,15509,20606,0,20606,26689, ,39-1555315,3,549300QVY7F9778XM742,55,BANK OF ALMA,ALMA,3,0000026689, ,564052,2029368,2029368,2029368,564052,2029368,200,7,0, ,55,0,11,10,DAIRYLAND BANK HOLDING CORPORA,BHC,BANK OF ALMA,NMB,BANK OF ALMA,39-1555315,549300QVY7F9778XM742,42,0,7,15244,DAIRYLAND BANK HOLDING CORPORA,0,235265,0,0,35,24,0,3,3,0,6466,424,42,7876,3,424
1295401,142299,3314584, ,254252,20611,0,20611,30011, ,23-1107072,3,549300CR6ELPCYKQRB34,42,PRUDENTIAL BANK,PHILADELPHIA,3,0000030011, ,641775,3314584,3314584,3314584,641775,3314584,300,7,4543, ,42,0,101,20,"PRUDENTIAL BANCORP, INC.",BHC,PRUDENTIAL BK,SSB,PRUDENTIAL BK,23-1107072,0,184,0,3,4543,"PRUDENTIAL BANCORP, INC.",0,1115161,32,109279694,67,41,1,0,0,0,67688,0,152,123171,16,2568
564246,66248,3066922, ,31786,20615,0,20615,34384, ,39-1871370,3,25490031SXYH24299E86,19,PREMIER BANK,ROCK VALLEY,3,0000034384, ,2539960,3066922,3066922,3066922,2539960,3066922,200,7,14334, ,19,0,167,10,"PREMIER HOLDINGS, LTD.",BHC,PREMIER BK,NMB,PREMIER BK,39-1871370,25490031SXYH24299E86,222,0,8,14334,"PREMIER HOLDINGS, LTD.",0,552325,0,0,175,133,0,5,5,0,24585,121,222,29634,10,483
1988197,251898,2743235, ,404078,20620,0,20620,34980, ,72-1426574,3,5493006QG55R8V712J33,22,RED RIVER BANK,ALEXANDRIA,3,0000034980, ,2743244,2743235,2743235,2743235,2743244,2743235,200,7,16172, ,22,0,79,10,"RED RIVER BANCSHARES, INC.",BHC,RED RIVER BK,NMB,RED RIVER BK,72-1426574,5493006QG55R8V712J33,1371,0,9,16172,"RED RIVER BANCSHARES, INC.",0,1860011,4,92106863,1115,1030,65,111,111,6,246353,20641,1367,295706,173,29340
390346,43356,2775160, ,92997,20621,0,20621,35020, ,72-1444588,3,549300BWRXVFSDCUUY93,22,COMMUNITY FIRST BANK,NEW IBERIA,3,0000035020, ,2775179,2775160,2775160,2775160,2775179,2775160,200,7,17644, ,22,0,45,10,"COMMUNITY FIRST BANCSHARES, IN",BHC,COMMUNITY FIRST BK,NMB,COMMUNITY FIRST BK,72-1444588,0,270,0,9,17644,"COMMUNITY FIRST BANCSHARES, IN",0,385761,0,0,246,178,0,31,31,0,40402,4583,270,42483,34,5000
214749,29782,3385137, ,52135,20625,0,20625,35292, ,48-1218768,3,549300WOSE1H63K0E875,20,GREAT AMERICAN BANK,LAWRENCE,3,0000035292, ,2815879,3385137,3385137,3385137,2815879,3385137,200,7,0, ,20,0,45,10,"FIRST FINANCIAL BANCSHARES, IN",BHC,GREAT AMER BK,NMB,GREAT AMER BK,48-1218768,549300WOSE1H63K0E875,172,0,10,17698,"FIRST FINANCIAL BANCSHARES, IN",0,206444,0,0,156,19,0,6,5,0,28425,2204,172,33141,9,3430
474830,47411,3016338, ,313758,20630,0,20630,57071, ,58-2657635,3,5493001P6QB5ISAUNV97,13,GEORGIA BANKING COMPANY,ATLANTA,3,0000057071, ,3016347,3016338,3016338,3016338,3016347,3016338,200,7,0, ,13,0,121,10,"GEORGIA BANKING COMPANY, INC.",BHC,GA BKG CO,NMB,GA BKG CO,58-2657635,0,1416,3,4,52166,"GEORGIA BANKING COMPANY, INC.",0,350058,1054,69893994,269,269,0,60,60,0,58177,10992,362,73997,96,16855
116633,11812,3090842, ,22985,20637,0,20637,57336, ,32-0011226,3,5493007GTTV61V305H74,27,DRAKE BANK,SAINT PAUL,3,0000057336, ,3090833,3090842,3090842,3090842,3090833,3090842,200,7,0, ,27,0,123,10,"PLATO HOLDINGS, INC.",BHC,DRAKE BK,NMB,DRAKE BK,32-0011226,5493007GTTV61V305H74,45,0,8,52673,"PLATO HOLDINGS, INC.",0,119393,0,0,40,7,0,0,0,0,6260,0,45,7204,0,0
559654,58220,3439179, ,69647,20645,0,20645,57483, ,43-1994736,3,5493005GHHD2LL3US857,1,CITIZENS BANK & TRUST,GUNTERSVILLE,3,0000057483, ,3174920,3439179,3439179,3439179,3174920,3439179,200,7,0, ,1,0,95,10,"CITIZENS B & T HOLDINGS, INC.",BHC,CITIZENS B&TC,NMB,CITIZENS B&TC,43-1994736,0,176,0,4,52756,"CITIZENS B & T HOLDINGS, INC.",0,519569,0,0,125,104,0,7,6,0,23178,604,176,30918,9,1141
313661,36651,3618536, ,53066,20647,0,20647,11623, ,05-0574417,3,549300KZG9TK7W7BIM68,55,FOX RIVER STATE BANK,BURLINGTON,3,0000057504, ,3188712,3592515,3592515,3618536,576644,3618536,200,7,0, ,55,0,55,10,"GREENWOODS FINANCIAL GROUP, IN",FHD,GREENWOODS ST BK,NMB,BURLINGTON BR, , ,42,0,7,13014,"GREENWOODS FINANCIAL GROUP, IN",0,92551,0,0,31,29,7,1,1,0,5347,406,42,7063,3,650
397767,57772,3451603, ,151738,20654,0,20654,57540, ,14-1844545,3,549300FJRQ7KMJ2TQQ84,1,THE HOMETOWN BANK OF ALABAMA,ONEONTA,3,0000057540, ,3217331,3451603,3451603,3451603,3217331,3451603,200,7,0, ,1,0,9,10,"HOMETOWN BANCORP OF ALABAMA, I",BHC,HOMETOWN BK OF AL,NMB,HOMETOWN BK OF AL,14-1844545,0,366,0,4,53065,"HOMETOWN BANCORP OF ALABAMA, I",0,361018,0,0,285,276,0,41,41,0,35948,4124,366,44428,58,5472
357701,36786,3684746, ,31613,20656,0,20656,57552, ,30-0095698,3,549300VHSNSONCKU5207,47,FIRST CAPITAL BANK,GERMANTOWN,3,0000057552, ,3177426,3684746,3684746,3684746,3177426,3684746,200,7,0, ,47,0,157,10,GERMANTOWN CAPITAL CORPORATION,BHC,FIRST CAPITAL BK,NMB,FIRST CAPITAL BK,30-0095698,0,32,0,5,52970,GERMANTOWN CAPITAL CORPORATION,0,313621,0,0,32,7,0,1,1,0,21672,70,32,21672,1,70
1241291,1252384,3189906, ,376585,20660,0,20660,57607, ,27-0083757,3,254900KI7219LQKCI772,8,FIRST WESTERN TRUST BANK,DENVER,3,0000057607, ,3158546,3189906,3189906,3189906,3158546,3189906,200,7,0, ,8,0,31,10,"FIRST WESTERN FINANCIAL, INC.",FHD,FIRST WESTERN TR BK,NMB,FIRST WESTERN TR BK,27-0083757,254900KI7219LQKCI772,2347,0,10,53100,"FIRST WESTERN FINANCIAL, INC.",0,1071979,0,0,1828,1818,4,265,265,2,784576,113047,2347,1009793,378,158241
2374512,342895,3386910, ,472160,20680,0,20680,57776, ,20-0558805,3,549300FRCDZ60TVZUA57,24,HOWARD BANK,BALTIMORE,3,0000057776, ,3282852,3386910,3386910,3386910,3282852,3386910,200,7,0, ,24,0,510,10,"HOWARD BANCORP, INC.",BHC,HOWARD BK,NMB,HOWARD BK,20-0558805,549300FRCDZ60TVZUA57,2886,0,4,53189,"HOWARD BANCORP, INC.",0,2266082,46,131395637,2257,2255,101,542,542,39,679590,144303,2840,852251,702,183191
1149979,160772,5033580, ,219682,20681,0,20681,57777, ,32-0116054,3,635400IW1QMK3FNFF894,42,MERIDIAN BANK CORPORATION,MALVERN,3,0000057777, ,3271799,5033580,5033580,5033580,3271799,5033580,200,7,0, ,42,0,29,10,MERIDIAN CORPORATION,BHC,MERIDIAN BK,NMB,MERIDIAN BK,32-0116054,0,3394,0,3,53586,MERIDIAN CORPORATION,0,997388,52,290785592,2743,2635,384,884,884,235,669427,181341,3342,807236,1108,224050
200905,21590,3270037, ,38772,20685,0,20685,57892, ,20-0987179,3,549300R9WS7FTSHD0V89,38,VISIONBANK,FARGO,3,0000057892, ,3270046,3270037,3270037,3270037,3270046,3270037,200,7,0, ,38,0,17,10,"VISION BANK HOLDINGS, INC.",BHC,VISIONBANK,NMB,VISIONBANK,20-0987179,549300R9WS7FTSHD0V89,81,0,8,53340,"VISION BANK HOLDINGS, INC.",0,195536,0,0,56,50,0,1,1,0,6967,13,81,12048,4,829
570849,66027,2016340, ,210022,20694,0,20694,27211, ,41-2031753,3,549300R0SXC1JU7ZU290,47,"FIRST COMMUNITY MORTGAGE, INC.",SHELBYVILLE,3,41-2031753, ,3120329,1188772,2016340,2016340,1188772,2016340,200,7,11231, ,47,0,3,11,"FIRST COMMUNITY BANCORP, INC.",BHC,FIRST CMNTY BK OF TN,NMB,FIRST CMNTY MTG,41-2031753,0,10691,0,5,11231,FIRST COMMUNITY BANK OF TENNES,2,0,1380,265170850,7654,7654,758,1350,1350,278,1649512,281954,9311,2009850,1783,371742
